number,ID,TITLE,SONG
197,197,Wonderful,"Wonderful, wonderful Jesus is to me
Counsellor, Mighty God and the Prince of Peace is he
He's keeping me, saving me, from all sin and shame
Wonderful is my Redeemer, Praise his name"
198,198,Under the Almighty wings,"Under the Almighty wings, that's where I mean to stay
Under the Almighty wings, I labour night and day
Satan cannot harm me while I watch and pray
Under the Almighty wings I mean to stay
always"
199,199,I'm but a stranger here,"I'm but a stranger here, I'm going home
Some day I'll take my flight for home sweet home
And with a ransomed throng, I'll sing redemption song
I know I'll overcome, when I get home"
200,200,Closer than a brother Jesus is to me,"Closer than a brother Jesus is to me
He's my dearest friend He's everything I need
He's my rock, my shield and hiding place
Closer than a brother Jesus is to me"
201,201,I am going all the way with Jesus,"I am going all the way with Jesus
I am going all the way with my Lord
For he's my shield and my everlasting portion
I am going all the way with my Lord"
202,202,I'm gonna work,"I'm gonna work, work, work, until the close of the day
I'm gonna work, work, work, until the Master comes
I'm gonna spread the love of the Lord abroad
I'm gonna work, work, work until the Saviour comes"
203,203,Jesus (Jesus) he's alright,"Jesus (Jesus) he's alright
He's got the power by day and night
Power to keep us from death and the grave
Jesus (Jesus) he's alright"
204,204,Yet I will rejoice,"Yet I will rejoice, rejoice in the Lord
Yet I will rejoice, rejoice in the Lord
Yet I will rejoice, rejoice in the Lord
Rejoice in the God of my Salvation"
205,205,Do you know the name of the Father?,"Do you know the name of the Father?
Do you know the name of the Son?
Do you know the name of the Holy Ghost?
Don't you know the three are one
Hear Oh Israel the Lord thy God is one
Do you know the name of the Father, Son and Holy Ghost?
Don't you know the three are one"
206,206,By and by he calls me to lay my weapons down,"By and by he calls me to lay my weapons down
Ended is our warfare, come and take they crown
By and by he calls me to lay my weapons down
Ended is our warfare, come and take thy crown"
207,207,I'm going home on the morning train,"I'm going home on the morning train
I'm going home on the morning train
For the evening train will be too late
I'm going home on the morning train
Believers walk right in and take your seat
Believers walk right in and take your seat
Believers walk right in and take your seat
For I'm going home on the morning train"
208,208,Lift Jesus higher,"Lift Jesus higher, lift Jesus higher
Till he speaks from eternity
He said if I be lifted up from this earth
I will draw all men unto me"
209,209,Oh I wonder why (I wonder why he died),"Oh I wonder why (I wonder why he died)
Oh I wonder why he died
He was high and holy he could do without me
Oh I wonder why he died"
210,210,Deep,"Deep, deep, deep very deep in my heart
The love of God is very deep in my heart"
211,211,I've got mine my brother,"I've got mine my brother, I've got mine
I have got the Holy Ghost and it sure]y keeps me fine
The Devil threw his net at me
But it never reached in tine
I've got mine my brother, I've got mine"
212,212,Jesus is the answer to all the world today,"Jesus is the answer to all the world today
Above Him there's no other, Jesus is the way
Jesus is the answer to all the world today
Above him there's no other, Jesus is the way"
213,213,When Satan comes and knock at my heart door,"When Satan comes and knock at my heart door
And says \""Nay I come in\""?
I tell him no, no for Jesus lives there and
There is no room for Satan in there
And so he turns another way, and so he turns another way"
214,214,I know it was the blood,"I know it was the blood, I know it was the blood
I know it was the blood
I know it was the blood saved me
One day when I was lost, Jesus died upon the cross
I know, it was the blood saved me"
215,215,Happy,"Happy, happy, happy, happy in the Lord
Keeping God's commandments and trusting in his Word
I want you to know, that God's promise is true
That's why I am happy, happy in the Lord"
216,216,One morning bright and fair,"One morning bright and fair, I will go with Jesus there
what a day that will be when he calls for me
One morning bright and fair"
217,217,Real,"Real, real, real He's so real to me
I love him and he gives me the victory
Many people doubt him, but I can't do without him
That is why I love him so, he's so real to me"
218,218,I'll never be lonely again,"I'll never be lonely again, never again
For Jesus' blood is running through my veins
No more heartaches, no more pain 
no more fretting or complaints
I'll never be lonely again, never again"
219,219,Sailing,"Sailing, sailing upon life's sea
Sailing on to eternity
The raging billows are dashing against my soul
But the ship is ever under the Lord's control"
220,220,Daniel's God,"Daniel's God, surely will deliver
Daniel's God, surely will deliver
If you only look to him by faith
Daniel's God, surely will deliver"
221,221,Sailing,"Sailing, sailing, sailing along
Sailing on the gospel line
Sailing, sailing, sailing along
I'm sailing on the gospel line
For the preacher never hides the gospel truth from me
the truth from me, the truth from me
For the preacher never hides the gospel truth from me
I'm sailing on the gospel line"
222,222,Break down the wall,"Break down the wall, break down the wall
While we are praying let blessings come down
Break down the wall, break down the wall
Break down the separating wall"
223,223,Have you heard of the Bible Church of God,"Have you heard of the Bible Church of God
As she is moving according to prophesy
She is going to conquer for the Lord is her leader
Have you heard of the Bible Church"
224,224,I've got a jubilee down in my heart,"I've got a jubilee down in my heart
I've got a jubilee down in my heart
Since Christ has set me free
I've got a jubilee
I've got a jubilee down in my heart"
225,225,It shall be light in the evening time,"It shall be light in the evening time
The path to glory you will surely find
The waterway is a light to get baptized in Jesus' Name
Young and old repent of all your sins
Then the Holy Ghost shall enter in
The evening time has come
It is a fact that God and Christ are one"
226,226,Come into my heart,"Come into my heart, into my heart
Come into my heart Lord Jesus
Come in to stay, come in I pray
Come into my heart Lord Jesus"
227,227,Get on the glory road,"Get on the glory road, heaven is now in view
Though the road be rough at times
Jesus will carry you through
Holding you by the hand 
Leading you through the land
Get on the glory road"
228,228,Search me Oh Lord,"Search me Oh Lord, and know my heart each day
Guide me dear Jesus in the narrow way
See if there be some wicked way in me
Cleanse me from all my sins and set me free"
229,229,Jesus hears and answers prayer,"Jesus hears and answers prayer
Jesus hears and answers prayer
Jesus hears and answers prayer
When we ask in faith
He can break every fetter, he can break every fetter
He can break ever fetter, and he set us free"
230,230,You're gonna miss me shouting down here,"You're gonna miss me shouting down here
You're gonna miss me shouting down here
Just take a walk up to heaven
And you'll find me shouting up there"
231,231,I was sitting down in darkness,"I was sitting down in darkness
I was sitting down in darkness
I was sitting down in darkness
When my Saviour called me
When he calls me I will answer
When he calls me I will answer
When he calls me I will answer
I will answer to my name"
232,232,Try Jesus,"Try, try Jesus, try, try Jesus
And if you try everything, and everything fails
Try Jesus"
233,233,What manner of man is this,"What manner of man is this, who gave himself for me
What manner of man is this, who set the captives free
He plant his feet upon the water
And calmed the troubled sea
What manner of man is this, who gave himself for me"
234,234,I'm on my way to heaven and I'm so glad,"I'm on my way to heaven and I'm so glad
I'm on my way to heaven and I'm so glad
I'm on my way to heaven and I'm so glad
Glory hallelujah I'm so glad
I'm so glad, I'm so glad, I'm so glad
I'm so glad, I'm so glad, I'm so glad
I'm so glad, I'm so glad, I'm so glad
I'm so glad, I'm so glad, I'm so glad
Glory hallelujah, I'm so glad
Jesus died for me and I'm so glad
Jesus died for me and I'm so glad
Jesus died for me and I'm so glad
Glory hallelujah, I'm so glad"
235,235,I'm so glad he laid his hands on me,"I'm so glad he laid his hands on me
So glad, he laid his hands on me
For I was blind, but now I see
Since Jesus laid his hands on me"
236,236,Isn't he wonderful,"Isn't he wonderful, wonderful, wonderful
Isn't Jesus my Lord, wonderful ?
Eyes have seen, ears have heard
It's recorded in God's word
Isn't Jesus my Lord wonderful ?"
237,237,On the great judgement morning when the book shall be opened,"On the great judgement morning when the book shall be opened
When the book shall be opened
And the sentence shall pass
You may slight the invitation, you may say you don't want him
But one thing you cannot repent in the grave
Sinners why wont you come
Sinners why wont you come
Sinners why wont you come
The Lord w41 bless you tonight"
238,238,Oh Come Lord Jesus come,"Oh Come Lord Jesus come, Oh Come Lord Jesus come
For we love your presence and we love your joy
For it's real all the time hallelujah"
239,239,Come Holy Ghost come,"Come Holy Ghost come, come Holy Ghost come
Come with all your quickening power
Write thy new name, write thy new name
Write thy new name on the table of my heart"
240,240,Heaven is better than this,"Heaven is better than this, Oh how what joy and bliss
To walk those streets of shining gold 
In that land where we'll never grow old
Heaven is better than this, Oh how what joy and bliss
I love the preaching and the testimonies too
But Heaven is better than this"
241,241,Reach out and touch the Lord as he passes by,"Reach out and touch the Lord as he passes by
You'll find He's not too busy to hear your heart cry
He's passing by this moment your needs to supply
Reach out and touch the Lord as passes by"
242,242,Something in my heart like a stream running down,"Something in my heart like a stream running down
Makes me feel so happy, as happy as can be
When I think of Jesus, and all He's done for me
Something in my heart, like a stream running down"
243,243,Jesus rose from supper and he laid aside his garments,"Jesus rose from supper and he laid aside his garments
And he stooped and washed his disciples' feet
In the light, in the light, we are walking
in the light of God
Some say good morning, and some say howdedo
But the saints of God say Praise the Lord
And that they always do
In the light, in the light, we are walking
in the light of God"
244,244,Come back to Jesus,"Come back to Jesus, Come back to Jesus
Come back to Jesus, he waits to welcome you
Why did you leave him, why did you grieve him
Come back to Jesus your Saviour and Friend"
245,245,Lord Jesus receive me,"Lord Jesus receive me, no more would I grieve thee
Oh Blessed Redeemer, save me at the cross
Before I perish I will pray, I will pray
I will pray
Before I perish I will pray, Oh save me at the Cross"
246,246,He's my rock,"He's my rock, my sword, my shield
He's a wheel in the middle of a wheel
He's the lily of the valley, the bright and morning star
No matter what some folks say
I'm gonna kneel right down and pray
Stand up for the Word of God until he comes"
247,247,Jesus is on the main line,"Jesus is on the main line, tell him what you need
Jesus is on the main line, tell him what you need
Jesus is on the main line, tell him what you need
Jesus is on the main line now
If you want the Holy Ghost, tell him what you need
If you want the Holy Ghost, tell him what you need
If you want the Holy Ghost, tell him what you need
Jesus is on the main line now
If you want to be Sanctified, tell him what you need
If you want to be Sanctified, tell him what you need
If you want to be Sanctified, tell him what you need
Jesus is on the main line now"
248,248,As I looked up the road and I wondered,"As I looked up the road and I wondered
I wondered, I wondered
As I looked up the road and I wondered
How far I was from God
And so I buckled up my shoes and I started to run
I started to run, I started to run
And so I buckled up my shoes and I started to run
On my way back home to God
And now I am on my way rejoicing, rejoicing, rejoicing
And now I am on my way rejoicing
On my way back home to God"
249,249,Back to the dust,"Back to the dust, back to the dust
back to the dust I mast go
I do not mind the body, but only mind the soul
Back to the dust I must go"
250,250,Oh glory be to God he lifted me up,"Oh glory be to God he lifted me up
He lifted me up one day
And he stretched forth his hand and lifted me up
That's why I love him so
I love him more and more, I love him more and more
And when I stand beyond the golden shore
I'll praise hint more and more"
251,251,Everyday is a victory,"Everyday is a victory, everyday is a victory
Everyday is a victory, if we put our trust
in the hand of the Lord
Glory Hallelujah"
252,252,Behold the bridegroom cometh,"Behold the bridegroom cometh
Listen for the midnight cry
Up with a shout when we all go out to meet him
in the sky
Watch and pray ray brother lest someone take
your crown
For the lukewarm and the backslider cannot
wear the marriage gown"
253,255,Come to the light 'tis shining for thee,"Come to the light 'tis shining for thee
Sweetly the light hath dawned upon me
For once I was blind, but now I can see
The light of the world is Jesus"
254,254,Great change in me,"Great change in me, great change in me
I am so happy, I am so free
Jesus brought me out of darkness
Into marvellous light
Oh. what a great change in me"
255,255,My heart is overflowing with joy,"My heart is overflowing with joy
Sometimes I feel like sit down and cry
But it is better to pray than to sit down and cry
My heart is overflowing with joy"
256,256,Not I that live but the Christ that liveth in me,"Not I that live but the Christ that liveth in me
Not I that live but the Christ that liveth in me
Not I, not I, but the Christ of God that liveth in me"
257,257,Saints don't stop praying,"Saints don't stop praying, for the Lord is nigh
Saints don't stop praying, He will hear your cry
What the Lord has promised, that will He do
Saints don't stop praying, for He will answer you"
258,258,When Jesus died on the cross with his arms outstretched,"When Jesus died on the cross with his arms outstretched
'twas for me he was nailed to the tree
And the blood from his wounded side set me free
Thank God Jesus died for me"
259,259,John was in the spirit on the Lord's day,"John was in the spirit on the Lord's day
I heard a voice from heaven this is what it said
\""I'm Alpha and Omega, the Beginning and the End
Behold I live for evermore\""
\""Behold I live, behold I live
behold I live forever more
Behold I live, behold I live
behold I live forever more\"""
260,260,Some sweet day,"Some sweet day, I'm going away
I'm gonna leave this world
No more to roam
Some sweet day, when life is over
Some sweet day, I'm going away"
261,261,Let the Holy Ghost come in,"Let the Holy Ghost come in, let the Holy Ghost come in
Make the consecration trusting God and then
Let the Holy Ghost come in"
262,262,Come forth from the grave,"Come forth from the grave
There is power, power to save
Loose him and let him go
Hallelujah, praise the Lord"
263,263,I feel like the fire shut up within my bones,"I feel like the fire shut up within my bones
I feel like the fire shut up within my bones
Singing glory, hallelujah
I feel like the fire shut up within my bones"
264,264,I prayed and I prayed,"I prayed and I prayed, I prayed all night long
I prayed and I prayed, I prayed all night long
My soul, just couldn't be contented
Just couldn't be contented, just couldn't be contented
Until I found the Lord"
265,265,We shall have a grand time up in heaven,"We shall have a grand time up in heaven
We shall have a grand time up in heaven
Have a grand time
Walking with the angels
Singing glory hallelujah
We shall have a grand time up in heaven
Have a grand time"
266,266,I will not,"I will not, I will not, I will not let thee go my Lord
I will fight until the break of day
I will not let thee go"
267,267,Lord I will,"Lord I will, I will, I will follow thee
On the mountain top, or far across the sea
When I hear thy voice no matter where I'll be
I will lay any burdens down and I will follow thee"
268,268,Jesus' blood has never lost its power,"Jesus' blood has never lost its power
No never, no never
Jesus blood can cleanse your sins forever
and will never loose its power"
269,269,It's all over me and it's keeping me alive,"It's all over me and it's keeping me alive
Keeping me alive, keeping me alive
It's all over me and it's keeping me alive
Jesus is keeping me alive
The Holy Ghost has power and it's keeping me alive
Keeping me alive, keeping me alive
The Holy Ghost has power and it's keeping me alive
Jesus is keeping me alive"
270,270,All over the world,"All over the world, all over the world
All over the world, all over the world
For the preaching of the gospel will soon be over
Soon be over, soon be over
The preaching of the gospel will soon be over
All over the world"
271,271,Ring out those heavenly bells when I get there,"Ring out those heavenly bells when I get there
Ring out those heavenly bells when I get there
My sorrows will be over and heavenly joys come over
Ring out those heavenly bells when I get there"
272,272,In the rook I'll hide,"In the rook I'll hide
In the shadows I'll abide
For when the storms of life are sweeping over me
In the rock I'll hide"
273,273,God is moving along he is leading the way,"God is moving along he is leading the way
The way we have never gone before
There are mountains to climb
There are valleys to cross
Before we can reach an open door"
274,274,Heaven now is in view,"Heaven now is in view, heaven now is in view
I'm a child of the king and a millionaire too
When I look above with the spirit of joy
When I see the light shining
(or When I look up above and saw the light coming down
What a wonderful thing my Lord)
Heaven now is in view"
275,275,Jesus rolled the waters by,"Jesus rolled the waters by, yes he rolled the waters by
And he made a way when there's no other way
Jesus rolled the waters by"
276,298,Junk mail from Satan,"Junk mail from Satan, we get it every day
Junk mail from Satan, to lead us all astray
But the message of choice
Is the still small voice
That keeps us on the straight and narrow way"
277,299,Who made the strong wind blow,"Who made the strong wind blow, Who made the strong wind blow
Who made the strong wind blow, To make the sea divide ?
Who made the walls fall down, Who made the walls fall down
Who made the walls fall down, To let God's people in ?
Who made the lightning come, Who made the lightning come
Who made the lightning come, To start Elijah's fire ?
Who put the big fish there, Who put the big fish there
Who put the big fish there, To change poor Jonah's mind ?
Who used the small boy's lunch, Who used the small boy's lunch
Who used the small boy's lunch, To feed five thousand more ?
Who rolled the stone away, Who rolled the stone away
Who rolled the stone away, To let our Lord arise ?
Who made the earthquake come, Who made the earthquake come
Who made the earthquake come, To set the captives free ?
Who washed my sins away, Who washed my sins away
Who washed my sins away, So I can start again ?
Who wants me to be good, Who wants me to be good
Who wants me to be good, So I'll be happy too ?
Who has a place for me, Who has a place for me
Who has a place for me, To be where Jesus lives ?"
278,300,He that the Son hath set free,"He that the Son hath set free
Is free indeed
No more chains of slavery
Truth hath triumphed with victory
Who that the Son hath set free
Is free indeed
We lift our hands in the sanctuary
And we will praise you for the rest of our days"
279,301,I say yes Lord yes,"I say yes Lord yes
To your will and to your way
I say yes Lord yes
I will trust you and obey
When your spirit speaks to me
With my whole heart I'll agree
And my answer will be \""yes Lord, yes\"""
280,302,We are together again just praising the Lord,"We are together again just praising the Lord
We are together again on one accord
Something good is going to happen
Something good is in this place
We are together again just praising the Lord"
281,303,Oh what a wonderful thing,"Oh what a wonderful thing, a very wonderful thing
To be free from sin and have Christ within
To be made a joint heir with Jesus my Lord
What a wonderful, wonderful thing"
282,304,Your grace and mercy brought me through,"Your grace and mercy brought me through
I'm living this moment because of you
I want to thank you and praise you too
Your grace and mercy brought me through"
283,305,Somebody prayed for me,"Somebody prayed for me
Had me on their mind
Took the time to pray for me
I'm so glad they prayed
Took the time to pray
I'm so glad they prayed for me"
284,306,I am free praise the Lord,"I am free praise the Lord
I'm free
No longer bound
No more chains holding me
My soul is resting
It's such a blessing
Praise the Lord
Hallelujah I'm free"
285,307,I saw the Lord,"I saw the Lord
I saw the Lord
He was high and lifted up
And his train filled the temple
High and lifted up
And his train filled the temple
The angels cried Holy
The angels cried Holy
The angels cried Holy is the Lord"
286,308,Blessed be the name,"Blessed be the name
Blessed be the name
Blessed be the name of the Lord
Blessed be the name
Blessed be the name
Blessed be the name of the Lord"
287,309,God is not dead He is still alive,"God is not dead He is still alive
God is not dead He is still alive
God is not dead He is still alive
I can feel Him in my hands
I can feel Him in my feet
I can feel Him all over me"
288,310,Let God arise and the enemy be scattered,"Let God arise and the enemy be scattered
Let God arise and the enemy be scattered
Let God let God arise"
289,311,We place you at the highest place,"We place you at the highest place
We place you at the highest place
For you, are the great high priests
We place you high above all else, all else
And we come to you and worship at your feet"
290,312,Welcome,"Welcome, welcome, welcome
Blessed Holy Ghost we welcome you
Come with power and fill this temple
Blessed Holy Ghost we welcome you"
291,322,Beloved,"Beloved, beloved, now that we are the sons of God
And it doth not appear what we shall be
But we know when He shall appear
We know when He shall appear
We shall be like Him, for we shall see Him as He is"
292,323,Excuse me while praise the Lord,"Excuse me while praise the Lord
Excuse me while praise the Lord
Excuse me while praise the Lord
For He picked me up, turned me round
Plant my feet on higher ground
Excuse me while praise the Lord
Excuse me while stamp my feet
Excuse me while stamp my feet
Excuse me while stamp my feet
For He picked me up, turned me round
Plant my feet on higher ground
Excuse me while stamp my feet
Excuse me while clap my hands
Excuse me while clap my hands
Excuse me while clap my hands
For He picked me up, turned me round
Plant my feet on higher ground
Excuse me while clap my hands
Excuse me while jump for joy
Excuse me while jump for joy
Excuse me while jump for joy
For He picked me up, turned me round
Plant my feet on higher ground
Excuse me while jump for joy"
293,324,Goodbye world,"Goodbye world, I can stay no longer with you
Goodbye world, I can stay no longer with you
I've made up my mind to go God's way, for the rest of my life
I've made up my mind to go God's way, for the rest of my life"
294,325,I am determined to hold out to the end,"I am determined to hold out to the end
Jesus is with me, on Him I can depend
For I know I have salvation
I can feel Him in my soul
I am determined to hold out to the end"
295,326,I know where I am going,"I know where I am going, I know
I know where I am going, I know
Joy bells are ringing
Happy children are singing
I know where I am going, I know"
296,403,He is exalted,"He is exalted. the King is exalted on high
I will praise him
He is exalted. the King is exalted and
I will praise his name
He is the Lord
forever his truth shall reign
Heaven and earth
rejoice in his holy name
He is exalted. the King is exalted on high"
297,432,Lord I lift your name on high,"Lord I lift your name on high
Lord I love to sing Your praises
I'm so glad you're in my life
I'm so glad You came to save us
You came from heaven to earth, to show the way
From the earth to the cross, my debt to pay
From the cross to the grave
From the grave to the sky
Lord I lift Your name on high"
298,436,Lord you are more precious than silver,"Lord you are more precious than silver
Lord you are more costly than gold
Lord you are more beautiful than diamonds
And nothing that I desire compares with you"
299,438,Give thanks with a grateful heart,"Give thanks with a grateful heart
Give thanks to the Holy one
Give thanks for he has given
Jesus Christ his son (Repeat 1)
And now let the weak say I am strong
Let the poor say I am rich
Because of what the Lord has done for us
(Repeat 1)
Give thanks. Give thanks"
300,450,Together we walk,"Together we walk
Together we talk
Together we wash one another's feet
Some people say we have no need
But we're doing the Lord's command"
301,500,"Celebrate Jesus, Celebrate","Celebrate Jesus, Celebrate
Celebrate Jesus, Celebrate
Celebrate Jesus, Celebrate
Celebrate Jesus, Celebrate
Celebrate Jesus, Celebrate
Celebrate Jesus, Celebrate
He is risen, He is risen
And He lives for evermore
He is risen, He is risen
Come on and celebrate
The resurrection of our Lord"
302,501,Be bold be strong,"Be bold be strong, for the lord thy god is with thee (repeat)
I am not afraid. I am not dismayed
For I'm walking in faith and victory (repeat)
For the lord thy god is with thee"
303,502,The name of the lord is a strong tower,"The name of the lord is a strong tower
The righteous run into it and they are saved (x2)
Blessed be the name of the lord
Blessed be the name of the lord
Blessed be the name of the lord most high (repeat)
Holy is the name of the lord
Glory to the name of the lord"
304,503,Anointing fall on me,"Anointing fall on me
Anointing fall on me
Let the power of the Holy Ghost fall on me
Anointing fall on me"
305,504,I worship you,"I worship you, Almighty God
There is none like you
I worship you oh prince of peace
That is what I long to do
I give you praise
For you are my righteousness
I worship you almighty God
There is none like you"
306,505,I was glad when they said,"I was glad when they said
I was glad when they said unto me
I was glad when they said unto me
I was glad when they said unto me
Come let us go into the house of the Lord
I rejoiced when they said unto me
I rejoiced when they said unto me
I rejoiced when they said unto me
Come let us go into the house of the Lord
I came running when they said unto me
I came running when they said unto me
I came running when they said unto me
Come let us go into the house of the Lord"
307,506,Lord you're worthy to be praised,"Lord you're worthy to be praised, you are worthy to be praised
From the rising of the sun to the going down of the same
Lord you're worthy to be praised, you are worthy to be praised
Worthy to be PRAISED"
308,507,Oh magnify the Lord,"Oh magnify the Lord, for He is worthy to be praised
Oh magnify the Lord, for He is worthy to be praised
Oh magnify the Lord, for He is worthy to be praised
Hosanna blessed be the rock, blessed be the rock of my salvation
Hosanna blessed be the rock, blessed be the rock of my SALVATION"
309,508,Keep me true Lord Jesus,"Keep me true Lord Jesus, keep me true
Keep me true Lord Jesus, keep me true
For there's a race that I must run
And a victory to be won
Give me power every hour
Keep me true"
310,509,Press along saints,"Press along saints, press along in God's own way
Press along saints, press along in God's own way
Persecution we must bear, trials and crosses in our way
For the hotter the battle the sweeter the victory"
311,510,There is power,"There is power, power, wonder working power in the blood of the lamb
There is power, power, wonder working power in the precious blood of the lamb"
312,511,When the spirit of the Lord descends on me I dance like King David danced,"When the spirit of the Lord descends on me I dance like King David danced
When the spirit of the Lord descends on me I dance like King David danced
I dance, I dance, I dance like King David danced
I dance, I dance like King David danced
I dance, I dance like King David danced"
313,512,You young people do you love the Lord ? (Yes,"You young people do you love the Lord ? (Yes, I surely do)
You young people do you love the Lord ? (Yes, I surely do)
Some folks say I'm peculiar
But I am happy Hallelujah
You young people do you love the Lord ? (Yes, I surely do)"
314,513,Ain't God good He gives us so many blessings undeserving,"Ain't God good He gives us so many blessings undeserving
That's what we are, we got to serve Him, love and trust Him
A little bit today and a whole lot tomorrow"
315,514,Don't try to tell me that God is dead 'cause He woke me up this morning,"Don't try to tell me that God is dead 'cause He woke me up this morning
Don't try to tell me He's not alive 'cause He lives within my soul
He opened up my blinded eyes and sent me on my way
Don't try to tell me He's not alive 'cause I just talk to him today
(or
Don't try to tell me He's not alive 'cause He lives, that's why I live today)"
316,515,Oh yes I thank you,"Oh yes I thank you. Oh Lord
Yes I thank you. Oh Lord
Looking back in my life I see
Many things you have done for me
And I thank you. Oh Lord"
317,552,Jesus we love you,"Jesus we love you, worship and adore you
Glorify your name in all the earth
Glorify your name, glorify your name
Glorify your name in all the earth"
318,553,Jesus You're the centre,"Jesus you're the centre of my joy
All that's good and perfect comes from you
You're the heart of my contentment
Hope for all I do
Jesus you're the centre of my joy"
319,554,Lord prepare me,"Lord prepare me to be a sanctuary
Pure and holy, tried and true
With thanksgiving, I'll be a living
Sanctuary for you"
320,555,Oh taste and see,"Oh taste and see that the Lord is good
And His mercies endureth for ever
Oh taste and see that the Lord is good
And His mercies endureth for ever
They are new every morning
They are new every morning
They are new every morning
The mercies of the Lord"
321,558,"Holy, holy, holy","Holy, holy, holy
Holy, holy, holy
Holy is the Lord God almighty
Holy is the Lord God almighty
Worthy to receive glory
Worthy to receive honour
Worthy to receive all our praise today
Praise Him, praise Him and lift Him up
Praise Him, exalt His name forever
Praise Him, exalt His name forever"
322,560,The Lord reigns,"The Lord reigns
The Lord reigns
The Lord reigns
Let the earth rejoice
Let the earth rejoice
Let the earth rejoice
Let the people be glad that our God reigns"
323,564,You are my saviour,"You are my saviour, you are the Lord
You are the one my heart adores
There is one thing that I love to do
It's giving my praises to you
It's giving my praises to you"
324,566,"Be bold, be strong","Be bold, be strong for the Lord they God is with thee
Be bold, be strong for the Lord they God is with thee
I am not afraid, I am not dismayed
For I am walking in faith and victory
For I am walking in faith and victory
For the Lord they God is with thee"
325,567,Blessed be the name,"Blessed be the name of the Lord
Blessed be the name of the Lord
Blessed be the name of the Lord most high
Blessed be the name of the Lord
Blessed be the name of the Lord
Blessed be the name of the Lord most high
The name of the Lord is a strong tower
The righteous run into it and they are saved
Holy is the name of the Lord
Glory to the name of the Lord"
326,569,Hear my cry oh Lord,"Hear my cry oh Lord, attend unto my prayer
From the end of the earth will I cry unto Thee
When my heart is overwhelmed
Lead me to the rock that is higher than I
That is higher than I
For Thou hast been a shelter unto me
And a strong tower from my enemy
When my heart is overwhelmed
Lead me to that rock
That is higher than I
That is higher than I"
327,570,He who began,"He who began a good work in me
He who began a good work in me
Will be faithful to complete it
Will be faithful to complete it
He who started the work
Will be faithful to complete it in me"
328,571,Lord prepare me,"Lord prepare me to be a sanctuary
Pure and holy, tried and true
With thanksgiving, I'll be a living
Sanctuary for you"
329,574,Lift up your head,"Lift up your head to the coming King
Bow before Him and adore Him sing
To His majesty, let your praises be
Pure and holy give Him glory
To the King of kings"
330,600,I can do all things,"I can do all things, through Christ that strengthens me
I can do all things, He gives me the victory
I can work, sing and shout it
And in my heart I'll never doubt it
I can do all things
I can do all things, through Christ that strengthens me"
331,601,Weeping may endure for a night,"Weeping may endure for a night
Joy cometh in the morning
Weeping may endure for a night
Joy cometh in the morning
Hallelujah for the joy
Hallelujah for the joy
Hallelujah for the joy
Joy cometh in the morning"
332,602,I am saved,"I am saved, wonderful saved by the blood
I am saved by the blood of the Lamb
I am walking and talking with Jesus my Lord
I am saved, wonderful saved by the blood"
333,603,We need to hear from you,"We need to hear from you
We need a word from you
If we don't hear from you, what will we do
Wanting you more each day, what will we do
Wanting you more each day, show us your perfect way
There is no other way that we can live"
334,604,Oh hail King Jesus,"Oh hail King Jesus, oh hail Emmanuel
King of kings, Lord of lords, bright morning star
And throughout eternity, we'll sing your praises
And I'll reign with you throughout eternity"
335,605,Still got joy,"Still got joy, still got joy
After all the things I've been through, still got joy"
336,606,We have come into His house,"We have come into His house
Gathered in His name to worship Him
We have come into His house
Gathered in His name to worship Him
Worship Him, Christ the Lord
Let's forget about ourselves, concentrate on Him
And worship Him
Let's forget about ourselves, concentrate on Him
And worship Him
Worship Him, Christ the Lord
Let's just lift up holy hands
Magnify His name and worship Him
Let's just lift up holy hands
Magnify His name and worship Him
Worship Him, Christ the Lord"
337,607,I was glad when they said unto me (x,"I was glad when they said unto me (x3)
Come let us go into the house of the Lord
I rejoiced when the said unto me (x3)
Come let us go into the house of the Lord
I came running when they said unto me (x3)
Come let us go into the house of the Lord"
338,608,He is always looking out for me,"He is always looking out for me
Always busy opening doors I don't even see
I don't have to worry, He takes good care of me
Jesus is looking out for me"
339,702,Wherever I am I praise Him,"Wherever I am I praise Him
Whenever I can I praise Him
For His love surrounds me
Like a sea, I'll praise the name
of Jesus, Lift up the name of
Jesus, for the name of Jesus lifted me"
340,704,I feel like pressing my way,"I feel like pressing my way
I feel like pressing my way
I'm on my way to glory and I feel like pressing my way"
341,705,We are healed by the ,"We are healed by the 
wound in His side
We are healed by the wound
in His side. 
We are healed by the wound 
In the Saviour's side
In His side"
342,706,When the devil says no,"When the devil says no, no
My Jesus says yes
When the devil says no, no
My Jesus says yes
The lion of Judah shall
break every chain
When the devil says no, no
My Jesus says yes"
343,707,God has an army marching through the land,"God has an army marching through the land
Deliverance is their song, and healing in their hands
Everlasting joy and gladness in our hearts
And in this army I have got a part"
344,710,I am blessed I am blessed,"I am blessed I am blessed
Blessed, everyday of my life
I am blessed
When I wake up in the morning till I lay my head to rest
I am blessed, I am blessed"
345,711,The God I serve,"The God I serve
The God I serve
The God I serve
Is a miracle, miracle
Miracle working God"
346,712,Holy Spirit move me now,"Holy Spirit move me now
Make my life whole again
Spirit move on me
Spirit move on me"
347,713,We are standing on holy ground,"We are standing on holy ground
And I know there are angels all around
So let's praise Jesus now
We are standing in His presence
On holy ground"
